,id,key,badges,banned,bio,blocked,comments,datatype,followed,user_followers,user_following,following,human,integration,isFollowingYou,joined,lastseents,likes,media,muted,pendingFollow,posts,private,profilePhoto,rss,state,userid,username,verified,verifiedComments,username_length,error_code,error_desc,error_details
1224,b675b4f5e97c542119eefead2c4bcdbe,b675b4f5e97c542119eefead2c4bcdbe,[],False,"USN Vet, OathKeeper. Battling Liberal insanity one Truth Arrow�� at a time! ✝️Bless Trump, MAGA���� ~",False,9.0,user_profile,False,305.0,80.0,80.0,False,False,False,12/10/18 5:40,2020-12-21 17:50:20.903197 UTC,14.0,0.0,False,False,19.0,False,b675b4f5e97c542119eefead2c5850a8,False,,b675b4f5e97c542119eefead2c4bcdbe,RobinHood,False,False,9,200,account exists,
1225,e2832fa44d3648928907e3ad8240f665,e2832fa44d3648928907e3ad8240f665,[0],False,"LtCol USAF Ret, SrPilot✈146 VN Combat Missions 22BW, ICBM Launch Cmdr 321SMW; MA-MBA Educator; Intl Med Relief Exec; SurvivalPrep Author ��Woke-CRT-Sharia ��2A��OathKeeper ProLife ProIsrael MARANATHA!",False,101.0,user_profile,False,612.0,205.0,205.0,True,False,False,9/9/20 17:35,2020-12-21 16:29:32.7354 UTC,1400.0,111.0,False,False,2900.0,False,bef38c4e6a884706b48739f4bf0a7a04,False,1.0,e2832fa44d3648928907e3ad8240f665,TGordonLarsen,False,False,13,200,account exists,
1227,c8668ba69feb40dbbeb038430838e681,c8668ba69feb40dbbeb038430838e681,[0],False,"TRUMP TRAIN since day 1. Oath keeper. ""We Command the Skies"". Suspended from the blue bird. PATRIOTS being purged - as we knew was coming. Been on Parler.",False,302.0,user_profile,False,3100.0,2900.0,2900.0,True,False,False,5/31/19 14:58,2020-12-22 13:30:17.012662 UTC,2000.0,154.0,False,False,2500.0,False,d228cf256b5b46dda5dafc4920b1cc67,False,,c8668ba69feb40dbbeb038430838e681,solarblaster,False,False,12,200,account exists,
1228,24010b1fb94b46b1810eaa12ec0440cd,24010b1fb94b46b1810eaa12ec0440cd,[0],False,#Dad #Husband #Chaplain #FullTimeTraveler #DisabledCombatVeteran #Patriot #Constitutionalist #RankedChoiceVoting #TTPO #Oathkeeper #2A #DefundATF Want to donate? Venmo:@OK963 Cashapp:$OliverK963,False,10.0,user_profile,False,57.0,129.0,129.0,True,False,False,7/1/20 1:02,2020-12-21 01:16:31.986444 UTC,25.0,6.0,False,False,29.0,False,5e0f0c602c7740dfa1ffc1408a8aca70,False,,24010b1fb94b46b1810eaa12ec0440cd,OKKtheFool,False,False,10,200,account exists,
1243,c41986c0676b4ee0b119e638fbccb2f5,c41986c0676b4ee0b119e638fbccb2f5,[],False,"Conservative, Christian, Constitutionalist, Father, 2A, Oath Keeper, Marine and Combat Vet! Trump2020!",False,6.0,user_profile,False,62.0,176.0,176.0,False,False,False,6/24/20 23:19,2020-12-22 13:09:47.118354 UTC,48.0,2.0,False,False,40.0,False,b8a1f22eb5774d06a5773c31d0ff65d4,False,,c41986c0676b4ee0b119e638fbccb2f5,savage45,False,False,8,200,account exists,
1244,e8bea68e177943e1a874b9f84350a7f8,e8bea68e177943e1a874b9f84350a7f8,[],False,VETERAN//MAGA//KAG//#OATHKEEPER//#IStandWithIsrael//,False,5.0,user_profile,False,735.0,725.0,725.0,False,False,False,5/30/19 13:16,2020-12-20 18:19:05.115128 UTC,105.0,0.0,False,False,122.0,False,65b8ea70d59347f2a7084b415491f0a3,False,,e8bea68e177943e1a874b9f84350a7f8,Vinny1,False,False,6,200,account exists,
1249,4c83279eac69409aa929b23f5a9bb138,4c83279eac69409aa929b23f5a9bb138,[],False,"Southwest Regional Director - Virginia Oath Keepers 
Follower of Christ
Constitutional Conservative
Sheep Dog 
 VAOK FM-67
“Remember Your Oath”",False,12.0,user_profile,False,27.0,50.0,50.0,False,False,False,7/1/20 6:30,2020-12-20 19:01:17.069924 UTC,6.0,12.0,False,False,31.0,False,71b01c482d0441ae96171d547351e419,False,,4c83279eac69409aa929b23f5a9bb138,Klausbrodesser,False,False,14,200,account exists,
1251,38e0e0c683d72b268b190b14c46269ee,38e0e0c683d72b268b190b14c46269ee,[],False,Freedom Fighter. Defender of Liberty. Director of a Risk Management/Asset Protection Group. Tactical Medic #OathKeeper #2ADefender NRA  Life Member Trump Supporter #MAGA ,False,14.0,user_profile,False,1900.0,1200.0,1200.0,False,False,False,12/10/18 17:34,2020-12-21 17:28:28.675941 UTC,92.0,5.0,False,False,106.0,False,af01e44c459692fd01a76bc7010821e6,False,,38e0e0c683d72b268b190b14c46269ee,Ops,False,False,3,200,account exists,
1253,e9c2989cdaac4d069cc67968be24ec03,e9c2989cdaac4d069cc67968be24ec03,[],False,"U.S. Constitution: Supreme Law of the Land per Article VI. Bill of Rights Fiscal Conservative,Oathkeeper, Patriot,Dangerous Freedom over Peaceful Slavery",False,7.0,user_profile,False,23.0,61.0,61.0,False,False,False,7/13/20 23:13,2020-12-20 00:41:58.644754 UTC,1.0,0.0,False,False,13.0,False,4a489f675df544648f0311dab9622817,False,,e9c2989cdaac4d069cc67968be24ec03,randee0ne,False,False,9,200,account exists,
1256,139580580b1547c7806d8aeb03043244,139580580b1547c7806d8aeb03043244,[],False,"Deep in the Gulags with all of the other free deplorables. Holding the thin red line in Tucson. Husband, Father, Veteran, American Contingency member. Oath Keeper.",False,10.0,user_profile,False,37.0,79.0,79.0,False,False,False,9/27/20 14:54,2020-12-20 21:10:10.724501 UTC,74.0,0.0,False,False,80.0,False,d5f49f6a11574838b721d7e83bc0b885,False,1.0,139580580b1547c7806d8aeb03043244,Krammitgft,False,False,10,200,account exists,
1258,529b1d4ec44e4997b716bde1ee0e1557,529b1d4ec44e4997b716bde1ee0e1557,[0],False,"Characterist, I don’t care what color you are. Semi retired, diehard conservative, married to the same beautiful lady for 43 years and counting. 
3 daughters 5 grandkids. NRA, Oathkeeper, 2A,MAGA,KAG",False,106.0,user_profile,False,3000.0,4100.0,4100.0,True,False,False,7/11/20 10:22,2020-12-21 20:45:16.364806 UTC,230.0,6.0,False,False,1200.0,False,d043d4ff7c3244ac9a8a2486a56f2c4d,False,,529b1d4ec44e4997b716bde1ee0e1557,Mike422,False,False,7,200,account exists,
1259,222fc415b57b4c9e86d80569e64da6b3,222fc415b57b4c9e86d80569e64da6b3,[0],False,"Dad to 2 gorgeous brainy girls, Navy Veteran ⚓️����, Oath keeper, 2nd Generation Family Business Owner, Pops is my Partner, Politically involved, lover of Scotch and golf.
Hillhound1 on twitter",False,13.0,user_profile,False,109.0,362.0,362.0,True,False,False,5/28/20 5:32,2020-12-19 22:10:40.505406 UTC,7.0,4.0,False,False,26.0,False,d93f76cdb4ad4c8c949bde213abc4587,False,,222fc415b57b4c9e86d80569e64da6b3,Hillhound,False,False,9,200,account exists,
1260,d555650616810106c4b51587cf0766e9,d555650616810106c4b51587cf0766e9,"[9, 0]",False,"“Qanon”
WQKE
Covfefe
PacificNorthWest, 
Retired LEO. Oath Keeper. USNR.
He, Him, Large Pair.I try to let the Spirit make my decisions, Not my emotions.Ephesians 6:12MAGA! KAG!VINCIT OMNIA VERITAS",False,670.0,user_profile,False,2200.0,2600.0,2600.0,True,False,False,12/17/18 1:33,2020-12-22 13:58:36.028992 UTC,4300.0,131.0,False,False,1700.0,False,96b8f1367af248faaae86be67d0f92e0,False,,d555650616810106c4b51587cf0766e9,Schyhart,False,False,8,200,account exists,
1261,94b6fb3220834222a136eeb64f5a2e43,94b6fb3220834222a136eeb64f5a2e43,[],False,"oath keeper, national guard, Trump is my president!",False,521.0,user_profile,False,1100.0,3500.0,3500.0,False,False,False,12/16/20 21:55,2021-01-08 08:16:44.353549 UTC,1300.0,4.0,False,False,555.0,False,6df758addc8a467cbe85ed263672491c,False,1.0,94b6fb3220834222a136eeb64f5a2e43,Realdealpatriot,False,False,15,200,account exists,
1263,2bda77d204cb462ea8e14cd8ce6e2e2d,2bda77d204cb462ea8e14cd8ce6e2e2d,[],False,"✝️, Family, Bronzebacks, Bucks, Guitars and Pucks. 2A, 1A ����������������USPSA, Oath Keepers. If you hunt, fish, trap and still vote blue... you’re an idiot.",False,4.0,user_profile,False,75.0,310.0,310.0,False,False,False,8/27/19 18:03,2020-12-21 02:37:16.957146 UTC,484.0,2.0,False,False,97.0,False,5ab85f33b554448ba789a4d86e6ebe8b,False,,2bda77d204cb462ea8e14cd8ce6e2e2d,Bronzeback,False,False,10,200,account exists,
1268,bcebc3063e42461ba65d68ba29c84ab3,bcebc3063e42461ba65d68ba29c84ab3,[],False,"Christian, Married, Oath Keeper, Pro 2 amendment, Gun Owners of America Life Member, NRA Instructor and Life Member, Avid Hunter, Fisherman, and my greatest hobby is spoiling grandkids.",False,1700.0,user_profile,False,551.0,66.0,66.0,False,False,False,6/27/20 13:02,2020-12-22 04:24:22.058277 UTC,606.0,3.0,False,False,132.0,False,f4db6b080d4540d7be1d7e72b1a180e2,False,,bcebc3063e42461ba65d68ba29c84ab3,2Amend4Life,False,False,11,200,account exists,
1269,472ea1ce44e743b7a44f37c37cbb6ec9,472ea1ce44e743b7a44f37c37cbb6ec9,[],False,"Suspended From Twitter For Spreading Truth����America First, Drain the swamp, Stop The Coup, Oath Keeper, Code Of Vets, III%er, USAF/US Army Vet, μολὼν λαβέ molṑn labé,LSU Geaux Tigers",False,37.0,user_profile,False,22.0,62.0,62.0,False,False,False,12/19/20 19:04,2021-01-08 07:15:25.263457 UTC,58.0,0.0,False,False,46.0,False,b5e917be5ddb4039909e33e7476139fe,False,1.0,472ea1ce44e743b7a44f37c37cbb6ec9,SuperSixThree,False,False,13,200,account exists,
1273,e618b133ceac42ffb89ed5c4a25530c2,e618b133ceac42ffb89ed5c4a25530c2,[],False,Veteran USArmy - Oathkeeper against all enemies foreign and domestic.,False,10.0,user_profile,False,59.0,18.0,18.0,False,False,False,7/18/20 23:38,2020-12-22 18:06:55.913609 UTC,215.0,0.0,False,False,9.0,False,e0a22e48f02244cdbfae218a38ff9a42,False,,e618b133ceac42ffb89ed5c4a25530c2,Lgwyn,False,False,5,200,account exists,
1278,4db15b05f477447796ba65c385ead727,4db15b05f477447796ba65c385ead727,[],False,"Marine Corps Veteran,PTSD Survivor, Suicide Survivor, Proud American. 
#patriot 
#americafirst 
#3percenter 
#oathkeeper 
#end22aday #mentalhealthmatters #stopveteransuicide",False,0.0,user_profile,False,0.0,10.0,10.0,False,False,False,11/9/20 19:51,2020-12-21 14:09:50.480245 UTC,3.0,0.0,False,False,3.0,False,a6e157b261b04d5597766bb140b9eb4b,False,1.0,4db15b05f477447796ba65c385ead727,Mikeyjimenez,False,False,12,200,account exists,
1279,664e5e8b8284457ebbcd76625afe0a73,664e5e8b8284457ebbcd76625afe0a73,[],False,"Christian, Constitutional Conservative, Oath Keeper, and Homeschool Dad",False,2.0,user_profile,False,1.0,59.0,59.0,False,False,False,11/8/20 22:23,2020-12-22 07:37:45.031221 UTC,12.0,8.0,False,False,15.0,False,a975435e86e148039e10202ee34cfb26,False,1.0,664e5e8b8284457ebbcd76625afe0a73,Keitha518,False,False,9,200,account exists,
1281,d649339a20dd40ab93996b168a1f25cc,d649339a20dd40ab93996b168a1f25cc,[0],False,"I got tired of being banned and censored by the hacks at fascistbook so, here i am. Patriot, Father, Husband, Oathkeeper. For God and Country.",False,6.0,user_profile,False,13.0,60.0,60.0,True,False,False,11/6/20 11:06,2020-12-20 12:08:14.619594 UTC,72.0,0.0,False,False,7.0,False,f97ce451dfa044a4a78cb5f7b6fb1686,False,1.0,d649339a20dd40ab93996b168a1f25cc,Radman88,False,False,8,200,account exists,
1282,fadf9d6548774bc7adf47bde1bedc9aa,fadf9d6548774bc7adf47bde1bedc9aa,[0],False,"Official social media of PG Ranch. A free minded, 2A lover, President supporting American. USAF veteran, EMS, & Oath keeper until I die. Follow for Ranch updates and free opinions. God bless us all.",False,0.0,user_profile,False,3.0,8.0,8.0,True,False,False,11/9/20 19:44,2020-12-22 10:13:19.340921 UTC,5.0,2.0,False,False,6.0,False,0c3f1b120b0c4a81acc27ae40effccfa,False,1.0,fadf9d6548774bc7adf47bde1bedc9aa,PGRanch,False,False,7,200,account exists,
1284,f442d0d93b4b4a6ba4fdff97af3a6d69,f442d0d93b4b4a6ba4fdff97af3a6d69,[],False,"Anon. Grandma. Patriot. Sharing news, links, memes, satire, and truth nuggets.
#OathKeepers",False,0.0,user_profile,False,7.0,13.0,13.0,False,False,False,8/28/20 14:28,2020-12-22 05:45:16.762194 UTC,16.0,0.0,False,False,1.0,False,415cd77f80f946fe9ac9f9d8824ca50a,False,1.0,f442d0d93b4b4a6ba4fdff97af3a6d69,Yayap,False,False,5,200,account exists,
1293,e19bd0393ad14e31a93e24346f9e212e,e19bd0393ad14e31a93e24346f9e212e,[],False,"Father of 3, grandpa of 6, Independent, Pro Life, Pro 2A, Veteran, Oath keeper, Militia Member, Love my country, Wife of 40 years, Hunting, fishing, camping, boating & more. #Trump2020 #termlimits",False,5.0,user_profile,False,85.0,132.0,132.0,False,False,False,5/31/20 15:13,2020-12-20 16:36:43.923673 UTC,78.0,2.0,False,False,106.0,False,6286e2299499415f89f5c791468586b1,False,,e19bd0393ad14e31a93e24346f9e212e,RichG62,False,False,7,200,account exists,
1294,2a270b3561a746c2893ae3942a63b900,2a270b3561a746c2893ae3942a63b900,[0],False,"Follower of Jesus Christ, Irish, Navy Veteran. Life Member/NRA, Member of CUFI, Member/ Oath Keepers 

Will give my life in this order 
 GOD
 Family 
 Country/Constitution TRUMP",False,144.0,user_profile,False,212.0,364.0,364.0,True,False,False,10/28/20 11:29,2020-12-22 02:10:58.488685 UTC,733.0,0.0,False,False,578.0,False,91c4d85ecc0240d4a6107f0bcb73ff9c,False,1.0,2a270b3561a746c2893ae3942a63b900,Buggsy136,False,False,9,200,account exists,
1296,addf2d206073421084003cefc2dd215f,addf2d206073421084003cefc2dd215f,[],False,MAGA KAG Support President Trump ��% 1st and 2nd Amendments. Love my country and our Constitutional Republic. Oath Keeper .Never forget Benghazi. Always Support our Blue. All votes Matter!!,False,39.0,user_profile,False,1100.0,2200.0,2200.0,False,False,False,6/28/20 6:14,2020-12-22 09:28:47.98867 UTC,128.0,0.0,False,False,251.0,False,d21cd42f66554495bee1553f1e242b63,False,,addf2d206073421084003cefc2dd215f,Radavisiii,False,False,10,200,account exists,
1300,94dbb999d4e04e8bb3a151ace00a232d,94dbb999d4e04e8bb3a151ace00a232d,[0],False,"Christian, Husband, Father , Strict Constitutionalist, Hon. Dis. US Marine OIF/OEF’07-‘15, & Proud Texan/Grandson of Gen Sam Houston
#MAGA
#Oathkeeper
#SemperFi
#WWJD",False,211.0,user_profile,False,104.0,75.0,75.0,True,False,False,6/20/20 4:03,2020-12-21 04:49:31.116972 UTC,1200.0,2.0,False,False,546.0,False,8a336ed58b9a4694810423f39a894b97,False,,94dbb999d4e04e8bb3a151ace00a232d,Robnshades,False,False,10,200,account exists,
1304,e28adb8ea3634404994683923c289da6,e28adb8ea3634404994683923c289da6,[0],False,"God, Yeshua, Family, Country: Constitutional OathKeeper, Retired LEO #KAG #ArrestSoros #MAGA #WalkAway @GenFlynn ⭐️⭐️⭐️ #IamQ #BackTheBlue D.J.Trump is our President! Don’t like it? Leave!",False,610.0,user_profile,False,1500.0,1700.0,1700.0,True,False,False,5/31/19 16:30,2020-12-20 17:10:19.806205 UTC,14000.0,91.0,False,False,13000.0,False,6c23626723e34fdeb93f3914cf605eb0,False,,e28adb8ea3634404994683923c289da6,Wolvesden95,False,False,11,200,account exists,
1305,d995798cdb6f4a878029d3819f77310c,d995798cdb6f4a878029d3819f77310c,[],False,"Retired Navy Chief
NRA Life Time Member
AR15 GOA Life Time Member
110% Republican
Oath Keeper
Married to the best woman a man could ever ask for! A true Navy Chiefs wife and my Peach!",False,2.0,user_profile,False,29.0,77.0,77.0,False,False,False,5/28/20 0:45,2021-01-11 02:44:12.869054 UTC,32.0,8.0,False,False,17.0,False,8d10cbd6182444de91b56f544ea48623,False,,d995798cdb6f4a878029d3819f77310c,Cjthrasher09,False,False,12,200,account exists,
1309,fae53f7760824458b075854eb567d3f0,fae53f7760824458b075854eb567d3f0,[0],False,"A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed. Veteran, Ham Operator #OathKeepers ",False,65.0,user_profile,False,2100.0,1400.0,1400.0,True,False,False,5/29/19 19:22,2021-01-10 16:09:22.457753 UTC,1200.0,0.0,False,False,927.0,False,6c064a67c2b441baa1387d068b5a166f,False,,fae53f7760824458b075854eb567d3f0,Pappy1776,False,False,9,200,account exists,
1315,61b39c7f5d664ca4b2d63d2990df09c2,61b39c7f5d664ca4b2d63d2990df09c2,[],False,Kalash Enthusiast - Oath Keeper - Patriot,False,0.0,user_profile,False,54.0,94.0,94.0,False,False,False,11/9/20 13:32,2020-12-22 16:40:48.095604 UTC,16.0,1.0,False,False,2.0,False,e7c201209bcd427686b4032119cd60d4,False,1.0,61b39c7f5d664ca4b2d63d2990df09c2,fortunecookie96,False,False,15,200,account exists,
1316,7ddf0f9ff3b24122b260f9fce8eae0c3,7ddf0f9ff3b24122b260f9fce8eae0c3,[],False,"God, Guns, USMC, and Harley Davidson. Mother of 3 boys, patriot, oath keeper",False,2.0,user_profile,False,157.0,106.0,106.0,False,False,False,6/25/20 15:23,2020-12-22 11:34:46.633772 UTC,22.0,2.0,False,False,29.0,False,3a60209767614a75b7dd0893895527a2,False,,7ddf0f9ff3b24122b260f9fce8eae0c3,americanthighs,False,False,14,200,account exists,
1317,255061d2bbb446afb78fe6aad8b26aa2,255061d2bbb446afb78fe6aad8b26aa2,[0],False,"Husband, Dad, USAF Veteran, Sheep Dog, Oath Keeper Life, NRA Life, HAM, #maga #oathkeepers #nra #WWG1WGA #sheepdog #qanonpatriots",False,499.0,user_profile,False,1500.0,1800.0,1800.0,True,False,False,5/27/20 21:45,2020-12-20 18:19:16.537718 UTC,3100.0,2.0,False,False,676.0,False,d2915ffbd482405b81d9b0afad2d043d,False,,255061d2bbb446afb78fe6aad8b26aa2,JetLagged,False,False,9,200,account exists,
1318,b076e075a76048eab3a08a4136ed4edd,b076e075a76048eab3a08a4136ed4edd,[],False,Georgia Oath Keepers,False,4.0,user_profile,False,427.0,49.0,49.0,False,False,False,9/3/20 13:49,2020-12-21 00:52:55.07124 UTC,44.0,2.0,False,False,34.0,False,c50cb46d62054c9faf83330a373e87d7,False,2.0,b076e075a76048eab3a08a4136ed4edd,GAOK,False,False,4,200,account exists,
1322,7147808eb36142fba95b5adbe231c4e2,7147808eb36142fba95b5adbe231c4e2,[],False,"USN DCCS Ret. Husband/Father/Papa.Sons in USN/USAF! Believes&Service God/Family&Country!Constitution Oath Keeper!Stand for Flag, knee to God! Respect history to remember not repeat its horrors!����",False,2.0,user_profile,False,252.0,408.0,408.0,False,False,False,6/30/20 21:15,2020-12-22 16:52:19.734062 UTC,2500.0,3.0,False,False,1900.0,False,7d6dcd535b6440ccacf6c6d09f01f61c,False,,7147808eb36142fba95b5adbe231c4e2,BlackFeather62,False,False,14,200,account exists,
1324,e131751fa52744d4afc8b6ea7fa38335,e131751fa52744d4afc8b6ea7fa38335,[0],False,"Business Owner, Proud American, Pro 1st & 2nd Amendment, Pro Life, Conservative, Amateur (Ham) Radio Operator, MAGA, Trump 2020, Sworn Oath Keeper, you follow me I follow you. Arkansas , ENGLISH ONLY",False,14.0,user_profile,False,2600.0,4600.0,4600.0,True,False,False,7/29/20 0:25,2020-12-22 02:54:33.732749 UTC,1600.0,15.0,False,False,1300.0,False,dad2dc89edca4ee196b4df06c5954956,False,,e131751fa52744d4afc8b6ea7fa38335,ManOfThunder,False,False,12,200,account exists,
1325,13227103598948aeae8d654019318b3a,13227103598948aeae8d654019318b3a,[0],False,"Christian, US Army Veteran. Victory for Veterans & Warriors For Life host/facilitator. Pro-life, Pro-2nd Amendment, Constitutional Conservative. Oath Keeper, 3%'er, Disabled Veteran. SIG Sauer fan.",False,213.0,user_profile,False,411.0,43.0,43.0,True,False,False,6/15/19 19:55,2020-12-22 01:55:43.789017 UTC,6500.0,3.0,False,False,13.0,False,3a95b2b839ec42e5a4224b13ae916b24,False,,13227103598948aeae8d654019318b3a,Pipermac5,False,False,9,200,account exists,
1326,13227103598948aeae8d654019318b3a,13227103598948aeae8d654019318b3a,[0],False,"Christian, US Army Veteran. Victory for Veterans & Warriors For Life host/facilitator. Pro-life, Pro-2nd Amendment, Constitutional Conservative. Oath Keeper, 3%'er, Disabled Veteran. SIG Sauer fan.",False,213.0,user_profile,False,411.0,43.0,43.0,True,False,False,6/15/19 19:55,2020-12-22 01:55:43.789017 UTC,6500.0,3.0,False,False,13.0,False,3a95b2b839ec42e5a4224b13ae916b24,False,,13227103598948aeae8d654019318b3a,Pipermac5,False,False,9,200,account exists,
1327,13227103598948aeae8d654019318b3a,13227103598948aeae8d654019318b3a,[0],False,"Christian, US Army Veteran. Victory for Veterans & Warriors For Life host/facilitator. Pro-life, Pro-2nd Amendment, Constitutional Conservative. Oath Keeper, 3%'er, Disabled Veteran. SIG Sauer fan.",False,213.0,user_profile,False,411.0,43.0,43.0,True,False,False,6/15/19 19:55,2020-12-22 01:55:43.789017 UTC,6500.0,3.0,False,False,13.0,False,3a95b2b839ec42e5a4224b13ae916b24,False,,13227103598948aeae8d654019318b3a,Pipermac5,False,False,9,200,account exists,
1328,13227103598948aeae8d654019318b3a,13227103598948aeae8d654019318b3a,[0],False,"Christian, US Army Veteran. Victory for Veterans & Warriors For Life host/facilitator. Pro-life, Pro-2nd Amendment, Constitutional Conservative. Oath Keeper, 3%'er, Disabled Veteran. SIG Sauer fan.",False,213.0,user_profile,False,411.0,43.0,43.0,True,False,False,6/15/19 19:55,2020-12-22 01:55:43.789017 UTC,6500.0,3.0,False,False,13.0,False,3a95b2b839ec42e5a4224b13ae916b24,False,,13227103598948aeae8d654019318b3a,Pipermac5,False,False,9,200,account exists,
1330,024338d625234c3e8604de6fd1a63f8a,024338d625234c3e8604de6fd1a63f8a,[0],False,"Pro American, pro 2A, pro Trump. Core values are God, family, community and country. Commiefornia resident #MAGA #KAG #WWG1WGA #OathKeeper Former Marine POG #SemperFi Freedom isn't free.",False,25.0,user_profile,False,1000.0,1800.0,1800.0,True,False,False,6/16/20 22:52,2020-12-20 14:07:15.401374 UTC,107.0,13.0,False,False,50.0,False,b4f6cfe684744664af0c26632da0e0b3,False,,024338d625234c3e8604de6fd1a63f8a,eyesonzion,False,False,10,200,account exists,
